,Names,Profile URLs
856,Janet Gurney,https://pureportal.coventry.ac.uk/en/persons/janet-gurney/publications/
857,Sarega Gurudas,https://pureportal.coventry.ac.uk/en/persons/sarega-gurudas/publications/
858,Evans Gyasi,https://pureportal.coventry.ac.uk/en/persons/evans-gyasi/publications/
859,Olivier Haas,https://pureportal.coventry.ac.uk/en/persons/olivier-haas/publications/
860,Zsófia Hacsek,https://pureportal.coventry.ac.uk/en/persons/zs%C3%B3fia-hacsek/publications/
861,Saeid Hadidimoud,https://pureportal.coventry.ac.uk/en/persons/saeid-hadidi-moud/publications/
862,Stephen Hagen,https://pureportal.coventry.ac.uk/en/persons/stephen-hagen/publications/
863,Tsehaye Haidemariam,https://pureportal.coventry.ac.uk/en/persons/tsehaye-haidemariam/publications/
864,Luke Haines,https://pureportal.coventry.ac.uk/en/persons/luke-haines/publications/
865,Ahmadreza Hakiminejad,https://pureportal.coventry.ac.uk/en/persons/ahmadreza-hakiminejad/publications/
866,Sa'ad Aldin H. S. A. Halawani,https://pureportal.coventry.ac.uk/en/persons/saad-aldin-h-s-a-halawani/publications/
867,Jack Hales,https://pureportal.coventry.ac.uk/en/persons/jack-hales/publications/
868,Alison Halford,https://pureportal.coventry.ac.uk/en/persons/alison-halford/publications/
869,Tony Halkyard,https://pureportal.coventry.ac.uk/en/persons/tony-halkyard/publications/
870,Gary Hall,https://pureportal.coventry.ac.uk/en/persons/gary-hall/publications/
871,Rich Hall,https://pureportal.coventry.ac.uk/en/persons/rich-hall/publications/
872,Richard Hall,https://pureportal.coventry.ac.uk/en/persons/richard-hall/publications/
873,Coya Nietta Halley,https://pureportal.coventry.ac.uk/en/persons/coya-nietta-halley/publications/
874,Gemma Halliwell,https://pureportal.coventry.ac.uk/en/persons/gemma-halliwell-2/publications/
875,John Halloran,https://pureportal.coventry.ac.uk/en/persons/john-halloran/publications/
876,Heliza Hami,https://pureportal.coventry.ac.uk/en/persons/heliza-hami/publications/
877,Tim Hammerton,https://pureportal.coventry.ac.uk/en/persons/tim-hammerton/publications/
878,Eleanor Hammond,https://pureportal.coventry.ac.uk/en/persons/eleanor-hammond/publications/
879,Rhonda Hammond-Sharlot Hammond-Sharlot,https://pureportal.coventry.ac.uk/en/persons/rhonda-hammond-sharlot-hammond-sharlot/publications/
880,Niall Hanevy,https://pureportal.coventry.ac.uk/en/persons/niall-hanevy/publications/
881,Jo Hankey,https://pureportal.coventry.ac.uk/en/persons/jo-hankey/publications/
882,Manik Hapsara,https://pureportal.coventry.ac.uk/en/persons/manik-hapsara/publications/
883,Ben Harbisher,https://pureportal.coventry.ac.uk/en/persons/ben-harbisher/publications/
884,Claire Hardie,https://pureportal.coventry.ac.uk/en/persons/claire-hardie/publications/
885,Michael Hardy,https://pureportal.coventry.ac.uk/en/persons/michael-hardy/publications/
886,Nikki Harkin,https://pureportal.coventry.ac.uk/en/persons/nikki-harkin/publications/
887,Samantha Harper Robins,https://pureportal.coventry.ac.uk/en/persons/samantha-harper-robins/publications/
888,Beau Harris,https://pureportal.coventry.ac.uk/en/persons/beau-harris/publications/
889,Don Harris,https://pureportal.coventry.ac.uk/en/persons/donald-harris/publications/
890,Geoffrey Harris,https://pureportal.coventry.ac.uk/en/persons/geoffrey-harris/publications/
891,Andrew Harrison,https://pureportal.coventry.ac.uk/en/persons/andrew-harrison/publications/
892,Peter Harrison,https://pureportal.coventry.ac.uk/en/persons/peter-harrison/publications/
893,Kirsty Harrod,https://pureportal.coventry.ac.uk/en/persons/kirsty-harrod/publications/
894,Wayne Harrop,https://pureportal.coventry.ac.uk/en/persons/wayne-harrop/publications/
895,Elly Harrowell,https://pureportal.coventry.ac.uk/en/persons/elly-harrowell/publications/
896,James Hart,https://pureportal.coventry.ac.uk/en/persons/james-hart/publications/
897,Benih Hartanti,https://pureportal.coventry.ac.uk/en/persons/benih-hartanti/publications/
898,Gemma Harvey,https://pureportal.coventry.ac.uk/en/persons/gemma-harvey/publications/
899,Kate Harvey,https://pureportal.coventry.ac.uk/en/persons/kate-harvey/publications/
900,Amy Harwood,https://pureportal.coventry.ac.uk/en/persons/amy-read/publications/
901,Luh Putu Suta Haryanthi,https://pureportal.coventry.ac.uk/en/persons/luh-putu-suta-haryanthi/publications/
902,Rashedul Hasan,https://pureportal.coventry.ac.uk/en/persons/rashedul-hasan/publications/
903,Ruaa Hasan,https://pureportal.coventry.ac.uk/en/persons/ruaa-hasan/publications/
904,Eddie Jaami Hasri,https://pureportal.coventry.ac.uk/en/persons/eddie-jaami-hasri/publications/
905,Maryam Hassanzadehavval,https://pureportal.coventry.ac.uk/en/persons/maryam-hassanzadehavval/publications/
906,Alex Hastie,https://pureportal.coventry.ac.uk/en/persons/alex-hastie/publications/
907,Sophie Hastie,https://pureportal.coventry.ac.uk/en/persons/sophie-hastie/publications/
908,Mary-Jane Hawkes,https://pureportal.coventry.ac.uk/en/persons/mary-jane-hawkes/publications/
909,Kathleen Hawkins,https://pureportal.coventry.ac.uk/en/persons/kathleen-hawkins/publications/
910,Qamar Hayat,https://pureportal.coventry.ac.uk/en/persons/qamar-hayat/publications/
911,Grace Haynes,https://pureportal.coventry.ac.uk/en/persons/grace-haynes/publications/
912,Lily Hayward-Smith,https://pureportal.coventry.ac.uk/en/persons/lily-hayward-smith/publications/
913,Chenyang He,https://pureportal.coventry.ac.uk/en/persons/chenyang-he/publications/
914,Fei He,https://pureportal.coventry.ac.uk/en/persons/fei-he/publications/
915,Philip Healy,https://pureportal.coventry.ac.uk/en/persons/philip-healy/publications/
916,Rachel Heeley,https://pureportal.coventry.ac.uk/en/persons/rachel-heeley/publications/
917,Theresa Heering,https://pureportal.coventry.ac.uk/en/persons/theresa-heering/publications/
918,Zoe Heffernan,https://pureportal.coventry.ac.uk/en/persons/zoe-heffernan/publications/
919,James Henry,https://pureportal.coventry.ac.uk/en/persons/james-henry/publications/
920,Manus Henry,https://pureportal.coventry.ac.uk/en/persons/manus-henry/publications/
921,Nick Henry,https://pureportal.coventry.ac.uk/en/persons/nick-henry/publications/
922,Marianne Hensman,https://pureportal.coventry.ac.uk/en/persons/marianne-hensman/publications/
923,Anuradha Herath,https://pureportal.coventry.ac.uk/en/persons/anuradha-herath/publications/
924,Kerrie Herbert,https://pureportal.coventry.ac.uk/en/persons/kerrie-herbert/publications/
925,Phillip Heritage,https://pureportal.coventry.ac.uk/en/persons/phillip-heritage/publications/
926,Lewis Herrington,https://pureportal.coventry.ac.uk/en/persons/lewis-herrington/publications/
927,Paul Herriotts,https://pureportal.coventry.ac.uk/en/persons/paul-herriotts/publications/
928,Gail Heslop,https://pureportal.coventry.ac.uk/en/persons/gail-heslop/publications/
929,Joseph Hewitt,https://pureportal.coventry.ac.uk/en/persons/joseph-hewitt/publications/
930,Karen Heywood,https://pureportal.coventry.ac.uk/en/persons/karen-heywood/publications/
931,Eloise Amanda Hickman,https://pureportal.coventry.ac.uk/en/persons/eloise-amanda-hickman/publications/
932,Sebastian Hicks,https://pureportal.coventry.ac.uk/en/persons/sebastian-hicks/publications/
933,Shaun Hides,https://pureportal.coventry.ac.uk/en/persons/shaun-hides/publications/
934,Anna Higo,https://pureportal.coventry.ac.uk/en/persons/anna-higo/publications/
935,Carlos Alberto Hildeblando Junior,https://pureportal.coventry.ac.uk/en/persons/carlos-alberto-hildeblando-junior/publications/
936,Kathleen Hill,https://pureportal.coventry.ac.uk/en/persons/kathleen-hill/publications/
937,Mathew Hill,https://pureportal.coventry.ac.uk/en/persons/mathew-hill/publications/
938,Vanessa Hill,https://pureportal.coventry.ac.uk/en/persons/vanessa-hill/publications/
939,Charley Hill-Butler,https://pureportal.coventry.ac.uk/en/persons/charley-hill-butler/publications/
940,Angela Hilmi,https://pureportal.coventry.ac.uk/en/persons/angela-hilmi/publications/
941,Suzanne Hilton,https://pureportal.coventry.ac.uk/en/persons/suzanne-hilton/publications/
942,Diana Hintea,https://pureportal.coventry.ac.uk/en/persons/diana-hintea/publications/
943,Mehtap Hisarciklilar,https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar/publications/
944,Catherine Hobbs,https://pureportal.coventry.ac.uk/en/persons/catherine-hobbs/publications/
945,Christopher Hobbs,https://pureportal.coventry.ac.uk/en/persons/christopher-hobbs/publications/
946,Mark Hodds,https://pureportal.coventry.ac.uk/en/persons/mark-hodds/publications/
947,Suzanne Hodson,https://pureportal.coventry.ac.uk/en/persons/suzanne-hodson-2/publications/
948,Jason Hoepfl,https://pureportal.coventry.ac.uk/en/persons/jason-hoepfl/publications/
949,Paul Hogarth,https://pureportal.coventry.ac.uk/en/persons/paul-hogarth/publications/
950,Kelly Hogervorst,https://pureportal.coventry.ac.uk/en/persons/kelly-hogervorst/publications/
951,Tjun Hoh,https://pureportal.coventry.ac.uk/en/persons/tjun-hoh/publications/
952,Emma Holdsworth,https://pureportal.coventry.ac.uk/en/persons/emma-holdsworth/publications/
953,Jody Holland,https://pureportal.coventry.ac.uk/en/persons/jody-holland/publications/
954,Kirk Holland,https://pureportal.coventry.ac.uk/en/persons/kirk-holland/publications/
955,Nikki Holliday,https://pureportal.coventry.ac.uk/en/persons/nikki-holliday/publications/
956,Peter Hollings,https://pureportal.coventry.ac.uk/en/persons/peter-hollings/publications/
957,Mark Holmes,https://pureportal.coventry.ac.uk/en/persons/mark-holmes/publications/
958,Sylwia Holmes,https://pureportal.coventry.ac.uk/en/persons/sylwia-holmes/publications/
959,Yurij Holovatch,https://pureportal.coventry.ac.uk/en/persons/yurij-holovatch/publications/
960,Samantha Holt,https://pureportal.coventry.ac.uk/en/persons/samantha-holt/publications/
961,Ran Holtzman,https://pureportal.coventry.ac.uk/en/persons/ran-holtzman/publications/
962,Georgina Frances Homer,https://pureportal.coventry.ac.uk/en/persons/georgina-frances-homer/publications/
963,Yulian Ivan Mykhailo Honchar,https://pureportal.coventry.ac.uk/en/persons/yulian-ivan-mykhailo-honchar/publications/
964,Hannah Honeywill,https://pureportal.coventry.ac.uk/en/persons/hannah-honeywill/publications/
965,Evie Hong,https://pureportal.coventry.ac.uk/en/persons/evie-hong/publications/
966,Dan Hopkins,https://pureportal.coventry.ac.uk/en/persons/dan-hopkins/publications/
967,Magi Hoppitt,https://pureportal.coventry.ac.uk/en/persons/magi-hoppitt/publications/
968,Audrey Hopwood,https://pureportal.coventry.ac.uk/en/persons/audrey-hopwood/publications/
969,Md Mahmudul Hoque,https://pureportal.coventry.ac.uk/en/persons/md-mahmudul-hoque/publications/
970,Susanne Horn,https://pureportal.coventry.ac.uk/en/persons/susanne-horn/publications/
971,Kerry Horner,https://pureportal.coventry.ac.uk/en/persons/kerry-horner/publications/
972,Nadjim Horri,https://pureportal.coventry.ac.uk/en/persons/nadjim-horri/publications/
973,Simon Horsman,https://pureportal.coventry.ac.uk/en/persons/simon-horsman/publications/
974,Elizabeth Horton,https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton/publications/
975,Edyah-Ariella Hosseini,https://pureportal.coventry.ac.uk/en/persons/edyah-ariella-hosseini/publications/
976,Mehdi Hosseini,https://pureportal.coventry.ac.uk/en/persons/mehdi-hosseini/publications/
977,Cherisse Hoyte,https://pureportal.coventry.ac.uk/en/persons/cherisse-hoyte/publications/
978,Dan Hu,https://pureportal.coventry.ac.uk/en/persons/dan-hu/publications/
979,Yuze Huang,https://pureportal.coventry.ac.uk/en/persons/yuze-huang/publications/
980,John Huddlestone,https://pureportal.coventry.ac.uk/en/persons/john-huddlestone/publications/
981,Hudri Hudri,https://pureportal.coventry.ac.uk/en/persons/hudri-hudri/publications/
982,Steve Humber,https://pureportal.coventry.ac.uk/en/persons/steve-humber/publications/
983,Karen Hunt,https://pureportal.coventry.ac.uk/en/persons/karen-hunt/publications/
984,Leanne Hunt,https://pureportal.coventry.ac.uk/en/persons/leanne-hunt/publications/
985,Keith Hunter,https://pureportal.coventry.ac.uk/en/persons/keith-hunter/publications/
986,Rumana Huq,https://pureportal.coventry.ac.uk/en/persons/rumana-huq/publications/
987,Azora Hurd,https://pureportal.coventry.ac.uk/en/persons/azora-hurd/publications/
988,Dilwar Hussain,https://pureportal.coventry.ac.uk/en/persons/dilwar-hussain/publications/
989,Ellahi Hussain-Khan,https://pureportal.coventry.ac.uk/en/persons/ellahi-hussain-khan/publications/
990,Simon Huston,https://pureportal.coventry.ac.uk/en/persons/simon-huston/publications/
991,Shaun Hutchinson,https://pureportal.coventry.ac.uk/en/persons/shaun-hutchinson/publications/
992,Marie Hutson,https://pureportal.coventry.ac.uk/en/persons/marie-hutson/publications/
993,Thanh Huynh,https://pureportal.coventry.ac.uk/en/persons/thanh-huynh/publications/
994,David Hyde,https://pureportal.coventry.ac.uk/en/persons/david-hyde-2/publications/
995,Richard Hyde,https://pureportal.coventry.ac.uk/en/persons/richard-hyde-2/publications/
996,Sophie Benaissa Hyde,https://pureportal.coventry.ac.uk/en/persons/sophie-benaissa-hyde/publications/
997,Susan Hyett,https://pureportal.coventry.ac.uk/en/persons/susan-hyett/publications/
998,Robert Hylton,https://pureportal.coventry.ac.uk/en/persons/robert-hylton/publications/
999,Masud Ibrahim,https://pureportal.coventry.ac.uk/en/persons/masud-ibrahim/publications/
1000,Jeremiah Idowu,https://pureportal.coventry.ac.uk/en/persons/jeremiah-idowu/publications/
1001,Francisca Ifeatu Obi,https://pureportal.coventry.ac.uk/en/persons/francisca-ifeatu-obi/publications/
1002,Alexandru Iftode,https://pureportal.coventry.ac.uk/en/persons/alexandru-iftode/publications/
1003,Tayyaba Ifzal,https://pureportal.coventry.ac.uk/en/persons/tayyaba-ifzal/publications/
1004,Petar Igic,https://pureportal.coventry.ac.uk/en/persons/petar-igic/publications/
1005,Enzo Iglésis,https://pureportal.coventry.ac.uk/en/persons/enzo-igl%C3%A9sis/publications/
1006,Simon Igo,https://pureportal.coventry.ac.uk/en/persons/simon-igo/publications/
1007,Adaoha Ihekwaba,https://pureportal.coventry.ac.uk/en/persons/adaoha-ihekwaba/publications/
1008,Eze Ihua Maduenyi,https://pureportal.coventry.ac.uk/en/persons/eze-ihua-maduenyi/publications/
1009,Monday Ikhide,https://pureportal.coventry.ac.uk/en/persons/monday-ikhide/publications/
1010,Darren Imrie,https://pureportal.coventry.ac.uk/en/persons/darren-imrie/publications/
1011,Duru Imrie-Kuzu,https://pureportal.coventry.ac.uk/en/persons/duru-imrie-kuzu/publications/
1012,Monica Ingber,https://pureportal.coventry.ac.uk/en/persons/monica-ingber/publications/
1013,Abigail Ingram,https://pureportal.coventry.ac.uk/en/persons/abigail-ingram/publications/
1014,Charlie Ingram,https://pureportal.coventry.ac.uk/en/persons/charlie-ingram/publications/
1015,Mauro Innocente,https://pureportal.coventry.ac.uk/en/persons/mauro-innocente/publications/
1016,Hafza Iqbal,https://pureportal.coventry.ac.uk/en/persons/hafza-iqbal/publications/
1017,Jane Irani,https://pureportal.coventry.ac.uk/en/persons/jane-irani/publications/
1018,Bridget Irene,https://pureportal.coventry.ac.uk/en/persons/bridget-irene/publications/
1019,Shahrukh Irfan,https://pureportal.coventry.ac.uk/en/persons/shahrukh-irfan/publications/
1020,Paul Irving,https://pureportal.coventry.ac.uk/en/persons/paul-irving/publications/
1021,Zilia Iskoujina,https://pureportal.coventry.ac.uk/en/persons/zilia-iskoujina/publications/
1022,Didarul Islam,https://pureportal.coventry.ac.uk/en/persons/didarul-islam/publications/
1023,Johirul Islam,https://pureportal.coventry.ac.uk/en/persons/johirul-islam/publications/
1024,Md Rakibul Islam,https://pureportal.coventry.ac.uk/en/persons/md-rakibul-islam/publications/
1025,Obiajulu Chukwudi Iweka,https://pureportal.coventry.ac.uk/en/persons/obiajulu-chukwudi-iweka-2/publications/
1026,Draco Iyi,https://pureportal.coventry.ac.uk/en/persons/draco-iyi/publications/
1027,Victormills Iyieke,https://pureportal.coventry.ac.uk/en/persons/victormills-iyieke/publications/
1028,Jaya Jacobo,https://pureportal.coventry.ac.uk/en/persons/jaya-jacobo/publications/
1029,Hesamaldin Jadidbonab,https://pureportal.coventry.ac.uk/en/persons/hesamaldin-jadidbonab/publications/
1030,Azadeh Jafar Nezhad,https://pureportal.coventry.ac.uk/en/persons/azadeh-jafar-nezhad/publications/
1031,Afusat Jaiyeola,https://pureportal.coventry.ac.uk/en/persons/afusat-jaiyeola/publications/
1032,Michaelina Jakala,https://pureportal.coventry.ac.uk/en/persons/michaelina-jakala/publications/
1033,Djordje Jakovljevic,https://pureportal.coventry.ac.uk/en/persons/dorde-jakovljevic/publications/
1034,Wissam Jamal,https://pureportal.coventry.ac.uk/en/persons/wissam-jamal/publications/
1035,Dalrene Teresa Keerthika James,https://pureportal.coventry.ac.uk/en/persons/dalrene-teresa-keerthika-james/publications/
